Date,AAPL,AMZN,GOOGL,JPM,MSFT
2022-10-06,143.3324737548828,120.30000305175781,100.81538391113281,100.92294311523438,241.1956329345703
2022-10-07,138.06951904296875,114.55999755859375,98.09172058105469,98.90707397460938,228.93011474609375
2022-10-10,138.39474487304688,113.66999816894531,97.27659606933594,97.98314666748047,224.05325317382812
2022-10-11,136.9755096435547,112.20999908447266,96.60064697265625,95.15536499023438,220.30027770996094
2022-10-12,136.34474182128906,112.9000015258789,96.97838592529297,96.69525909423828,220.63259887695312
2022-10-13,140.92767333984375,112.52999877929688,98.46945190429688,102.07083892822266,228.93011474609375
2022-10-14,136.38417053222656,106.9000015258789,95.98434448242188,103.7693862915039,223.37890625
2022-10-17,140.35606384277344,113.79000091552734,99.37401580810547,108.12771606445312,232.14553833007812
2022-10-18,141.6767120361328,116.36000061035156,100.16925048828125,110.90882873535156,233.09356689453125
2022-10-19,141.78512573242188,115.06999969482422,99.03604125976562,108.73433685302734,231.1193389892578
2022-10-20,141.32192993164062,115.25,99.37401580810547,108.37967681884766,230.7968292236328
2022-10-21,145.14593505859375,119.31999969482422,100.527099609375,114.07258605957031,236.63148498535156
2022-10-24,147.29446411132812,119.81999969482422,101.9088134765625,114.21257019042969,241.6452178955078
2022-10-25,150.14283752441406,120.5999984741211,103.85713958740234,114.51121520996094,244.97792053222656
2022-10-26,147.19595336914062,115.66000366210938,94.36407470703125,115.82713317871094,226.07632446289062
2022-10-27,142.7115936279297,110.95999908447266,91.67022705078125,116.284423828125,221.6099090576172
2022-10-28,153.49380493164062,103.41000366210938,95.7159652709961,117.6656494140625,230.52317810058594
2022-10-31,151.12838745117188,102.44000244140625,93.94657897949219,117.4789810180664,226.8679656982422
2022-11-01,148.47720336914062,96.79000091552734,89.93065643310547,119.59748840332031,222.9977264404297
2022-11-02,142.938232421875,92.12000274658203,86.45152282714844,118.49624633789062,215.1106719970703
2022-11-03,136.876953125,89.30000305175781,82.93263244628906,118.71090698242188,209.3932342529297
2022-11-04,136.61041259765625,90.9800033569336,86.0638427734375,121.95864868164062,216.3714599609375
2022-11-07,137.1435089111328,90.52999877929688,87.96246337890625,122.60259246826172,222.70452880859375
2022-11-08,137.71609497070312,89.9800033569336,88.37002563476562,122.67724609375,223.68185424804688
2022-11-09,133.14527893066406,86.13999938964844,86.79943084716797,121.08139038085938,219.42068481445312
2022-11-10,144.99180603027344,96.62999725341797,93.37997436523438,126.06501007080078,237.47201538085938
2022-11-11,147.78564453125,100.79000091552734,95.83525848388672,126.27033996582031,241.5083770751953
2022-11-14,146.3837890625,98.48999786376953,95.12947845458984,124.97308349609375,236.07443237304688
2022-11-15,148.12127685546875,98.94000244140625,97.8531494140625,124.06784057617188,236.4849090576172
